	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27
hsa-miR-1299	21.6576063346597	25.1944792112116	14.1867549646186	30.0024482661239	41.5666663776973	25.4786540114423	37.1210469604692	10.2404110033663	0	8.07466125883262	5.2235062758709	28.2499667425051	41.640106053259	28.3058634604037	45.3938575656813	6.16911597654205	14.1141847082719	10.3985259681966	2.31161911290539	70.2237953205945	65.7662603633682	76.6212556369631	62.4209573284418	19	34.6837811041115	17.4315248262627	33.5626812863058
hsa-miR-491-5p	51.4368150448168	35.9921131588737	51.0723178726269	26.0890854488034	18.8939392625897	5.87968938725592	39.5957834245004	46.0818495151483	33.2021162013144	16.1493225176652	15.6705188276127	65.9165890658453	57.8334806295264	40.4369478005768	58.363531155876	27.7610218944392	22.582695533235	23.3966834284423	18.4929529032431	53.8382430791224	33.685157747091	35.1180755002748	49.9367658627535	17	13.8735124416446	19.755728136431	27.9689010719215
hsa-miR-1185-5p	16.2432047509948	32.3929018429863	31.2108609221609	191.754778048705	141.704544469423	146.992234681398	233.862595850956	5.12020550168315	0	20.1866531470816	0	7.06249168562628	9.25335690072423	4.04369478005768	2.16161226503244	0	0	0	0	2.34079317735315	1.60405513081386	0	0	3	0	3.48630496525254	0
hsa-miR-26a-1-3p	21.6576063346597	46.7897471065358	39.722913900932	57.3959879873674	49.1242420827332	41.1578257107915	54.4442022086881	153.606165050494	110.673720671048	113.045257623657	167.152200827869	25.8958028472964	39.326766828078	20.2184739002884	34.5857962405191	21.5919059178972	28.2283694165437	28.5959464125406	16.1813337903377	28.0895181282378	17.6446064389524	39.9069039775849	32.771002597432	10	8.67094527602789	10.4589148957576	11.1875604287686
hsa-let-7a-2-3p	0	0	0	208.712683590427	160.598483732012	150.912027606235	216.539440602737	5.12020550168315	0	68.6346207000773	0	0	0	0	0	0	5.64567388330874	5.19926298409829	6.93485733871616	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-676-3p	40.6080118774869	50.3889584224232	36.8855629080083	0	1.88939392625897	1.95989646241864	0	92.1636990302967	83.005290503286	60.5599594412446	146.258175724385	40.0207862185489	41.640106053259	34.3714056304903	49.7170820957462	107.959529589486	56.4567388330874	64.9907873012286	101.711240967837	37.4526908376504	35.2892128779049	14.3664854319306	29.6499547310099	20	13.8735124416446	17.4315248262627	30.7657911791137
hsa-miR-4664-3p	102.873630089634	68.38501500186	65.2590728372455	1.30445427244017	0	0	0	133.125343043762	110.673720671048	104.970596364824	172.37570710374	75.3332446466803	60.1468198547075	70.7646586510094	84.3028783362653	33.9301378709812	28.2283694165437	38.9944723807371	34.6742866935808	16.385552241472	9.62433078488315	20.7515900683442	21.8473350649546	19	17.3418905520558	16.2694231711785	22.3751208575372
hsa-miR-5002-5p	24.3648071264922	32.3929018429863	19.861456950466	11.7400884519615	11.3363635575538	9.7994823120932	13.611050552172	15.3606165050494	11.0673720671048	8.07466125883262	10.4470125517418	37.6666223233402	32.3867491525348	28.3058634604037	34.5857962405191	9.25367396481307	2.82283694165437	31.1955779045897	16.1813337903377	37.4526908376504	44.913543662788	59.0622178868257	53.0578137291756	38	38.1521592145227	30.2146430321886	27.9689010719215
hsa-miR-122-5p	10.8288031673299	14.3968452635495	14.1867549646186	1.30445427244017	0	0	2.47473646403128	10.2404110033663	0	4.03733062941631	10.4470125517418	14.1249833712526	2.31333922518106	8.08738956011535	2.16161226503244	249.849197049953	189.130075090843	231.367202792374	402.221725645537	9.3631727094126	6.41622052325543	4.78882847731019	7.80261966605523	3	6.93675622082231	5.81050827542089	5.5937802143843
hsa-miR-3591-3p	10.8288031673299	10.7976339476621	14.1867549646186	1.30445427244017	0	0	2.47473646403128	10.2404110033663	0	4.03733062941631	10.4470125517418	14.1249833712526	2.31333922518106	8.08738956011535	2.16161226503244	246.764639061682	189.130075090843	231.367202792374	402.221725645537	7.02237953205945	6.41622052325543	4.78882847731019	6.24209573284418	3	6.93675622082231	5.81050827542089	5.5937802143843
hsa-miR-520e	0	0	0	0	0	0	0	747.55000324574	536.767545254583	565.226288118283	600.703221725153	0	0	0	0	6.16911597654205	2.82283694165437	7.79889447614743	6.93485733871616	0	0	0	0	0	0	0	0
hsa-miR-24-2-5p	18.9504055428272	10.7976339476621	19.861456950466	100.442978977893	113.363635575538	117.593787745118	139.822610217767	5.12020550168315	0	44.4106369235794	0	7.06249168562628	9.25335690072423	10.1092369501442	8.64644906012977	27.7610218944392	28.2283694165437	28.5959464125406	43.9207631452024	2.34079317735315	9.62433078488315	1.5962761591034	1.56052393321105	3	1.73418905520558	3.48630496525254	8.39067032157645
hsa-miR-3609	56.8512166284817	28.793690527099	45.3976158867795	3.91336281732051	11.3363635575538	3.91979292483728	6.18684116007819	71.6828770235641	83.005290503286	88.8212738471588	146.258175724385	44.7291140089664	39.326766828078	26.2840160703749	49.7170820957462	33.9301378709812	31.0512063581981	62.3911558091794	39.2975249193916	53.8382430791224	32.0811026162772	39.9069039775849	29.6499547310099	16	26.0128358280837	24.4041347567677	25.1720109647294
hsa-miR-1229-3p	13.5360039591623	14.3968452635495	8.51205297877115	6.52227136220084	3.77878785251793	9.7994823120932	8.66157762410947	40.9616440134652	16.6010581006572	28.2613144059142	41.7880502069672	9.41665558083504	6.94001767554317	16.1747791202307	15.1312858552271	9.25367396481307	16.9370216499262	15.5977889522949	16.1813337903377	53.8382430791224	38.4973231395326	46.2920086139985	60.8604333952308	25	26.0128358280837	38.3493546177779	22.3751208575372
hsa-let-7i-3p	0	0	0	180.014689596743	90.6909084604304	129.35316651963	186.842603034361	10.2404110033663	11.0673720671048	28.2613144059142	5.2235062758709	0	0	0	0	70.9448337302335	28.2283694165437	33.7952093966389	36.9859058064862	2.34079317735315	1.60405513081386	0	1.56052393321105	0	0	0	0
hsa-miR-190b	18.9504055428272	21.5952678953242	17.0241059575423	6.52227136220084	5.6681817787769	9.7994823120932	12.3736823201564	5.12020550168315	11.0673720671048	4.03733062941631	20.8940251034836	11.7708194760438	16.1933745762674	16.1747791202307	19.454510385292	21.5919059178972	33.8740432998525	36.394840888688	34.6742866935808	23.4079317735315	28.8729923546494	12.7702092728272	14.0447153988994	16	13.8735124416446	11.6210165508418	8.39067032157645
hsa-miR-33a-5p	27.0720079183246	35.9921131588737	25.5361589363134	39.1336281732051	15.1151514100717	29.3984469362796	54.4442022086881	128.005137542079	116.2074067046	24.2239837764979	99.2466192415471	30.6041306377139	34.7000883777159	14.1529317302019	19.454510385292	15.4227899413551	11.2913477666175	12.9981574602457	11.5580955645269	9.3631727094126	28.8729923546494	20.7515900683442	23.4078589981657	23	20.8102686624669	10.4589148957576	27.9689010719215
hsa-miR-185-3p	16.2432047509948	43.1905357906484	22.6988079433897	31.306902538564	37.7878785251793	31.3583433986983	29.6968375683753	30.7212330100989	83.005290503286	56.5226288118283	73.1290878621926	21.1874750568788	32.3867491525348	42.4587951906056	21.6161226503244	27.7610218944392	36.6968802415068	41.5941038727863	27.7394293548646	23.4079317735315	17.6446064389524	31.925523182068	24.9683829313767	17	19.0760796072614	19.755728136431	39.1564615006901
hsa-miR-518e-3p	2.70720079183246	0	2.83735099292372	0	0	0	0	517.140755669998	741.513928496022	395.658401682798	605.926728001024	0	0	2.02184739002884	0	12.3382319530841	11.2913477666175	10.3985259681966	20.8045720161485	0	0	0	0	0	0	0	2.79689010719215
hsa-miR-1264	67.6800197958116	97.178705528959	76.6084768089403	0	0	0	0	174.086987057227	204.746383241439	100.933265735408	156.705188276127	68.2707529610541	71.7135159806128	80.8738956011535	41.0706330356164	9.25367396481307	22.582695533235	36.394840888688	18.4929529032431	0	3.20811026162772	1.5962761591034	4.68157179963314	2	0	0	0
hsa-miR-548az-5p	35.193610293822	35.9921131588737	34.0482119150846	28.6979939936837	22.6727271151076	27.438550473861	27.222101104344	87.0434935286135	60.8705463690764	52.485298182412	57.4585690345799	37.6666223233402	48.5801237288022	28.3058634604037	32.4241839754866	27.7610218944392	28.2283694165437	20.7970519363931	16.1813337903377	35.1118976602972	28.8729923546494	28.7329708638612	17.1657632653215	16	20.8102686624669	18.5936264813469	36.359571393498
hsa-miR-3074-3p	13.5360039591623	17.9960565794368	14.1867549646186	23.480176903923	15.1151514100717	27.438550473861	19.7978917122502	10.2404110033663	33.2021162013144	12.1119918882489	36.5645439310963	21.1874750568788	9.25335690072423	20.2184739002884	21.6161226503244	12.3382319530841	67.7480865997049	38.9944723807371	32.3626675806754	37.4526908376504	44.913543662788	44.6957324548951	35.8920504638541	28	27.7470248832892	23.2420331016836	30.7657911791137
hsa-miR-154-5p	13.5360039591623	17.9960565794368	17.0241059575423	108.269704612534	102.027272017984	88.1953408088388	123.736823201564	0	0	56.5226288118283	5.2235062758709	4.70832779041752	0	2.02184739002884	0	86.3676236715886	141.141847082719	75.3893132694251	78.5950498387832	0	1.60405513081386	0	1.56052393321105	0	0	1.16210165508418	0
hsa-miR-1272	10.8288031673299	14.3968452635495	11.3494039716949	2.60890854488034	1.88939392625897	1.95989646241864	3.71210469604692	348.173974114454	343.088534080249	254.351829653228	360.421933035092	0	6.94001767554317	12.131084340173	12.9696735901947	101.790413612944	81.8622713079768	75.3893132694251	87.8415262904047	2.34079317735315	1.60405513081386	3.1925523182068	4.68157179963314	0	5.20256716561673	5.81050827542089	2.79689010719215
hsa-miR-1972	48.7296142529843	39.5913244747611	34.0482119150846	22.1757226314829	20.7833331888486	9.7994823120932	23.5099964082971	25.6010275084157	38.7358022348668	80.7466125883262	99.2466192415471	40.0207862185489	62.4601590798885	44.4806425806345	43.2322453006489	18.5073479296261	50.8110649497787	57.1918928250811	46.2323822581077	11.7039658867657	12.8324410465109	15.962761591034	21.8473350649546	10	17.3418905520558	9.29681324067343	8.39067032157645
hsa-miR-3127-5p	78.5088229631414	100.777916844846	51.0723178726269	5.21781708976068	5.6681817787769	11.7593787745118	6.18684116007819	20.4808220067326	27.668430167762	32.2986450353305	15.6705188276127	28.2499667425051	39.326766828078	36.3932530205191	38.909020770584	0	5.64567388330874	12.9981574602457	9.24647645162155	42.1342771923567	33.685157747091	43.0994562957917	37.4525743970651	21	29.4812139384948	25.5662364118519	22.3751208575372
hsa-miR-3663-3p	490.003343321676	507.488795540119	278.060397306524	0	0	0	0	5.12020550168315	0	0	0	4.70832779041752	0	10.1092369501442	8.64644906012977	27.7610218944392	2.82283694165437	2.59963149204914	6.93485733871616	0	0	1.5962761591034	0	0	0	0	0
hsa-miR-582-3p	24.3648071264922	39.5913244747611	39.722913900932	6.52227136220084	5.6681817787769	9.7994823120932	4.94947292806255	20.4808220067326	55.336860335524	52.485298182412	26.1175313793545	14.1249833712526	25.4467314769916	8.08738956011535	8.64644906012977	70.9448337302335	124.204825432792	116.983417142211	145.632004113039	25.7487249508846	32.0811026162772	17.5590377501374	34.331526530643	15	24.2786467728781	5.81050827542089	5.5937802143843
hsa-miR-3659	32.4864095019895	75.5834376336348	51.0723178726269	0	0	1.95989646241864	0	25.6010275084157	16.6010581006572	12.1119918882489	10.4470125517418	49.437441799384	41.640106053259	44.4806425806345	36.7474085055515	18.5073479296261	31.0512063581981	20.7970519363931	6.93485733871616	72.5645884979476	40.1013782703464	36.7143516593782	45.2551940631203	11	5.20256716561673	13.9452198610101	30.7657911791137
hsa-miR-1246	10.8288031673299	25.1944792112116	8.51205297877115	5.21781708976068	5.6681817787769	5.87968938725592	1.23736823201564	117.764726538712	132.808464805258	141.306572029571	250.728301241803	23.5416389520876	25.4467314769916	16.1747791202307	10.8080613251622	129.551435507383	87.5079451912855	80.5885762535234	83.2182880645939	11.7039658867657	17.6446064389524	7.98138079551699	10.9236675324773	16	12.139323386439	9.29681324067343	5.5937802143843
hsa-miR-517-5p	5.41440158366493	10.7976339476621	5.67470198584743	0	0	0	0	501.780139164948	641.907579892079	359.322426018052	428.327514621414	0	0	0	0	21.5919059178972	22.582695533235	20.7970519363931	34.6742866935808	0	0	0	0	0	0	0	2.79689010719215
hsa-miR-548aa	18.9504055428272	17.9960565794368	25.5361589363134	32.6113568110042	32.1196967464024	17.6390681617678	29.6968375683753	71.6828770235641	71.9379184361812	36.3359756647468	78.3525941380635	28.2499667425051	50.8934629539833	24.2621686803461	23.7777349153569	6.16911597654205	14.1141847082719	12.9981574602457	16.1813337903377	46.815863547063	30.4770474854633	31.925523182068	29.6499547310099	16	19.0760796072614	12.783118205926	19.5782307503451
hsa-miR-548t-3p	18.9504055428272	17.9960565794368	25.5361589363134	32.6113568110042	32.1196967464024	17.6390681617678	29.6968375683753	71.6828770235641	71.9379184361812	36.3359756647468	78.3525941380635	28.2499667425051	50.8934629539833	24.2621686803461	23.7777349153569	6.16911597654205	14.1141847082719	12.9981574602457	16.1813337903377	46.815863547063	30.4770474854633	31.925523182068	29.6499547310099	16	19.0760796072614	12.783118205926	19.5782307503451
hsa-miR-498	2.70720079183246	0	0	0	0	0	0	578.583221690196	509.099115086821	407.770393571047	475.339071104252	0	2.31333922518106	0	0	12.3382319530841	11.2913477666175	12.9981574602457	25.4278102419593	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-548w	37.9008110856545	39.5913244747611	25.5361589363134	54.7870794424871	52.9030299352511	48.997411560466	74.2420939209383	30.7212330100989	49.8031743019716	52.485298182412	41.7880502069672	7.06249168562628	20.8200530266295	16.1747791202307	17.2928981202595	9.25367396481307	22.582695533235	31.1955779045897	27.7394293548646	18.7263454188252	24.0608269622079	17.5590377501374	18.7262871985325	9	1.73418905520558	9.29681324067343	11.1875604287686
hsa-miR-4745-5p	13.5360039591623	17.9960565794368	5.67470198584743	16.9579055417222	20.7833331888486	21.558861086605	7.42420939209383	25.6010275084157	60.8705463690764	28.2613144059142	31.3410376552254	28.2499667425051	20.8200530266295	44.4806425806345	28.1009594454218	27.7610218944392	22.582695533235	10.3985259681966	13.8697146774323	18.7263454188252	30.4770474854633	25.5404185456544	23.4078589981657	23	38.1521592145227	27.8904397220203	44.7502417150744
hsa-miR-6511a-5p	29.7792087101571	46.7897471065358	19.861456950466	6.52227136220084	5.6681817787769	7.83958584967456	6.18684116007819	133.125343043762	121.741092738153	88.8212738471588	141.034669448514	25.8958028472964	41.640106053259	18.1966265102595	25.9393471803893	3.08455798827102	14.1141847082719	12.9981574602457	16.1813337903377	30.4303113055909	8.02027565406929	12.7702092728272	7.80261966605523	11	5.20256716561673	12.783118205926	30.7657911791137
hsa-miR-3188	10.8288031673299	21.5952678953242	22.6988079433897	1.30445427244017	3.77878785251793	5.87968938725592	4.94947292806255	5.12020550168315	16.6010581006572	8.07466125883262	0	21.1874750568788	34.7000883777159	10.1092369501442	30.2625717104542	15.4227899413551	8.46851082496311	15.5977889522949	16.1813337903377	25.7487249508846	25.6648820930217	23.944142386551	12.4841914656884	18	20.8102686624669	26.7283380669361	13.9844505359608
hsa-miR-4448	5.41440158366493	21.5952678953242	19.861456950466	11.7400884519615	22.6727271151076	17.6390681617678	14.8484187841877	261.130480585841	166.010581006572	306.83712783564	349.97492048335	4.70832779041752	2.31333922518106	10.1092369501442	6.48483679509733	27.7610218944392	14.1141847082719	57.1918928250811	20.8045720161485	2.34079317735315	11.228385915697	11.1739331137238	4.68157179963314	7	8.67094527602789	1.16210165508418	2.79689010719215
hsa-miR-491-3p	37.9008110856545	53.9881697383105	45.3976158867795	20.8712683590427	3.77878785251793	21.558861086605	29.6968375683753	51.2020550168315	49.8031743019716	24.2239837764979	41.7880502069672	21.1874750568788	55.5201414043454	34.3714056304903	30.2625717104542	3.08455798827102	8.46851082496311	12.9981574602457	18.4929529032431	23.4079317735315	35.2892128779049	25.5404185456544	28.0894307977988	21	6.93675622082231	15.1073215160943	5.5937802143843
hsa-miR-193b-5p	75.8016221713089	79.1826489495221	45.3976158867795	32.6113568110042	34.0090906726614	43.1177221732101	29.6968375683753	5.12020550168315	5.5336860335524	8.07466125883262	10.4470125517418	4.70832779041752	23.1333922518106	8.08738956011535	21.6161226503244	95.6212976364017	53.633901891433	33.7952093966389	50.8556204839185	11.7039658867657	16.0405513081386	38.3106278184815	15.6052393321105	6	6.93675622082231	12.783118205926	8.39067032157645
hsa-miR-4532	0	0	2.83735099292372	3.91336281732051	7.55757570503587	13.7192752369305	4.94947292806255	5.12020550168315	5.5336860335524	24.2239837764979	41.7880502069672	18.8333111616701	4.62667845036211	2.02184739002884	17.2928981202595	271.44110296785	203.244259799115	179.374572951391	235.785149516349	0	0	0	1.56052393321105	2	0	0	0
hsa-miR-4443	10.8288031673299	17.9960565794368	22.6988079433897	24.7846311763632	35.8984845989204	21.558861086605	25.9847328723284	92.1636990302967	71.9379184361812	96.8959351059914	83.5761004139344	14.1249833712526	27.7600707021727	12.131084340173	21.6161226503244	27.7610218944392	59.2795757747418	25.9963149204914	34.6742866935808	14.0447590641189	16.0405513081386	14.3664854319306	23.4078589981657	8	13.8735124416446	15.1073215160943	16.7813406431529
hsa-miR-659-5p	21.6576063346597	46.7897471065358	14.1867549646186	24.7846311763632	13.2257574838128	23.5187575490237	22.2726281762815	40.9616440134652	49.8031743019716	32.2986450353305	67.9055815863217	28.2499667425051	27.7600707021727	32.3495582404614	15.1312858552271	33.9301378709812	50.8110649497787	36.394840888688	30.05104846777	18.7263454188252	24.0608269622079	20.7515900683442	15.6052393321105	8	22.5444577176725	11.6210165508418	11.1875604287686
hsa-miR-3613-3p	10.8288031673299	28.793690527099	25.5361589363134	50.8737166251666	52.9030299352511	31.3583433986983	71.767357456907	10.2404110033663	16.6010581006572	24.2239837764979	26.1175313793545	11.7708194760438	18.5067138014485	16.1747791202307	19.454510385292	6.16911597654205	2.82283694165437	2.59963149204914	4.62323822581077	18.7263454188252	19.2486615697663	15.962761591034	23.4078589981657	16	6.93675622082231	11.6210165508418	16.7813406431529
hsa-miR-429	0	3.59921131588737	2.83735099292372	2.60890854488034	9.44696963129484	5.87968938725592	4.94947292806255	307.212330100989	376.290650281563	226.090515247313	334.304401655738	0	2.31333922518106	2.02184739002884	0	27.7610218944392	59.2795757747418	54.592261333032	83.2182880645939	4.6815863547063	3.20811026162772	1.5962761591034	3.12104786642209	0	1.73418905520558	4.64840662033671	0
hsa-miR-3691-5p	21.6576063346597	25.1944792112116	36.8855629080083	16.9579055417222	17.0045453363307	11.7593787745118	16.0857870162033	76.8030825252472	71.9379184361812	60.5599594412446	26.1175313793545	30.6041306377139	27.7600707021727	36.3932530205191	25.9393471803893	9.25367396481307	25.4055324748893	15.5977889522949	20.8045720161485	30.4303113055909	17.6446064389524	30.3292470229646	21.8473350649546	16	10.4051343312335	15.1073215160943	22.3751208575372
hsa-miR-548l	27.0720079183246	28.793690527099	11.3494039716949	13.0445427244017	15.1151514100717	9.7994823120932	14.8484187841877	35.841438511782	33.2021162013144	36.3359756647468	36.5645439310963	30.6041306377139	53.2068021791643	20.2184739002884	28.1009594454218	18.5073479296261	14.1141847082719	20.7970519363931	9.24647645162155	11.7039658867657	22.456771831394	33.5217993411714	28.0894307977988	23	12.139323386439	19.755728136431	19.5782307503451
hsa-miR-4461	16.2432047509948	32.3929018429863	14.1867549646186	52.1781708976067	41.5666663776973	48.997411560466	50.7320975126412	71.6828770235641	55.336860335524	104.970596364824	94.0231129656762	16.4791472664613	18.5067138014485	28.3058634604037	21.6161226503244	30.8455798827102	25.4055324748893	46.7933668568846	30.05104846777	9.3631727094126	6.41622052325543	3.1925523182068	4.68157179963314	1	10.4051343312335	4.64840662033671	8.39067032157645
hsa-miR-523-3p	5.41440158366493	0	0	0	0	0	0	460.818495151483	453.762254751297	371.4344179063	423.104008345543	0	2.31333922518106	0	2.16161226503244	12.3382319530841	11.2913477666175	0	16.1813337903377	0	0	0	0	0	0	0	0
hsa-miR-2115-3p	48.7296142529843	64.7858036859727	62.4217218443218	0	7.55757570503587	0	0	163.846576053861	110.673720671048	104.970596364824	109.693631793289	44.7291140089664	43.9534452784401	36.3932530205191	34.5857962405191	6.16911597654205	0	7.79889447614743	6.93485733871616	14.0447590641189	25.6648820930217	27.1366947047578	15.6052393321105	13	12.139323386439	8.13471158558925	16.7813406431529
hsa-miR-548y	29.7792087101571	17.9960565794368	31.2108609221609	0	0	0	0	20.4808220067326	16.6010581006572	20.1866531470816	26.1175313793545	28.2499667425051	34.7000883777159	22.2403212903172	34.5857962405191	0	11.2913477666175	12.9981574602457	2.31161911290539	16.385552241472	67.370315494182	28.7329708638612	46.8157179963314	20	19.0760796072614	13.9452198610101	22.3751208575372
hsa-miR-515-3p	2.70720079183246	3.59921131588737	0	0	0	0	0	460.818495151483	370.756964248011	375.471748535717	485.786083655994	0	0	0	0	6.16911597654205	0	2.59963149204914	6.93485733871616	0	0	0	0	0	0	0	0
hsa-miR-3960	10.8288031673299	7.19842263177474	11.3494039716949	7.82672563464101	15.1151514100717	27.438550473861	19.7978917122502	20.4808220067326	27.668430167762	28.2613144059142	47.0115564828381	35.3124584281314	39.326766828078	50.546184750721	34.5857962405191	33.9301378709812	16.9370216499262	23.3966834284423	23.1161911290539	21.0671385961783	28.8729923546494	28.7329708638612	37.4525743970651	23	12.139323386439	13.9452198610101	27.9689010719215
hsa-miR-675-5p	5.41440158366493	3.59921131588737	0	0	0	0	0	20.4808220067326	0	4.03733062941631	0	2.35416389520876	2.31333922518106	0	6.48483679509733	15.4227899413551	39.5197171831612	31.1955779045897	16.1813337903377	7.02237953205945	4.81216539244157	1.5962761591034	0	4	3.46837811041115	0	8.39067032157645
hsa-miR-5787	5.41440158366493	3.59921131588737	8.51205297877115	5.21781708976068	9.44696963129484	7.83958584967456	4.94947292806255	5.12020550168315	0	12.1119918882489	26.1175313793545	37.6666223233402	39.326766828078	26.2840160703749	43.2322453006489	0	5.64567388330874	20.7970519363931	11.5580955645269	37.4526908376504	33.685157747091	30.3292470229646	49.9367658627535	32	39.8863482697283	22.0799314465994	19.5782307503451
hsa-miR-616-5p	13.5360039591623	14.3968452635495	22.6988079433897	26.0890854488034	30.2303028201435	33.3182398611169	24.7473646403128	20.4808220067326	22.1347441342096	40.3733062941631	15.6705188276127	21.1874750568788	9.25335690072423	14.1529317302019	10.8080613251622	80.1985076950466	33.8740432998525	38.9944723807371	62.4137160484454	4.6815863547063	12.8324410465109	11.1739331137238	7.80261966605523	9	6.93675622082231	5.81050827542089	11.1875604287686
hsa-miR-223-3p	0	0	2.83735099292372	0	0	0	1.23736823201564	0	0	0	5.2235062758709	0	0	0	0	209.74994320243	175.015890382571	241.76572876057	251.966483306687	0	0	0	0	0	0	0	0
hsa-miR-154-3p	8.12160237549739	14.3968452635495	19.861456950466	130.445427244017	85.0227266816535	115.6338912827	129.923664361642	0	0	20.1866531470816	0	0	2.31333922518106	0	4.32322453006489	0	0	0	6.93485733871616	0	0	0	0	1	0	0	2.79689010719215
hsa-miR-664a-5p	29.7792087101571	28.793690527099	34.0482119150846	6.52227136220084	11.3363635575538	5.87968938725592	2.47473646403128	25.6010275084157	16.6010581006572	16.1493225176652	5.2235062758709	35.3124584281314	25.4467314769916	16.1747791202307	23.7777349153569	18.5073479296261	11.2913477666175	15.5977889522949	11.5580955645269	28.0895181282378	19.2486615697663	17.5590377501374	21.8473350649546	22	22.5444577176725	16.2694231711785	27.9689010719215
hsa-miR-5585-3p	29.7792087101571	46.7897471065358	31.2108609221609	16.9579055417222	15.1151514100717	21.558861086605	21.0352599442659	25.6010275084157	16.6010581006572	96.8959351059914	114.91713806916	30.6041306377139	18.5067138014485	20.2184739002884	32.4241839754866	18.5073479296261	14.1141847082719	28.5959464125406	48.5440013710131	21.0671385961783	16.0405513081386	15.962761591034	10.9236675324773	5	12.139323386439	4.64840662033671	8.39067032157645
hsa-miR-642a-5p	2.70720079183246	0	0	3.91336281732051	3.77878785251793	1.95989646241864	4.94947292806255	0	0	0	5.2235062758709	0	0	0	0	0	0	5.19926298409829	0	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-508-3p	10.8288031673299	7.19842263177474	14.1867549646186	0	0	0	0	0	11.0673720671048	12.1119918882489	31.3410376552254	25.8958028472964	37.0134276028969	24.2621686803461	30.2625717104542	86.3676236715886	67.7480865997049	62.3911558091794	71.660192500067	30.4303113055909	16.0405513081386	15.962761591034	23.4078589981657	15	5.20256716561673	9.29681324067343	8.39067032157645
hsa-miR-3912	18.9504055428272	14.3968452635495	17.0241059575423	22.1757226314829	22.6727271151076	15.6791716993491	34.6463104964379	46.0818495151483	38.7358022348668	48.4479675529957	36.5645439310963	18.8333111616701	20.8200530266295	8.08738956011535	12.9696735901947	9.25367396481307	5.64567388330874	10.3985259681966	30.05104846777	16.385552241472	24.0608269622079	12.7702092728272	18.7262871985325	11	13.8735124416446	5.81050827542089	11.1875604287686
hsa-miR-642b-3p	2.70720079183246	0	0	3.91336281732051	3.77878785251793	1.95989646241864	4.94947292806255	0	0	0	5.2235062758709	0	0	0	0	0	0	5.19926298409829	0	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-3651	29.7792087101571	10.7976339476621	19.861456950466	18.2623598141624	22.6727271151076	27.438550473861	23.5099964082971	71.6828770235641	33.2021162013144	48.4479675529957	104.470125517418	23.5416389520876	6.94001767554317	24.2621686803461	21.6161226503244	46.2683698240653	67.7480865997049	49.3929983489337	39.2975249193916	9.3631727094126	14.4364961773247	11.1739331137238	15.6052393321105	12	1.73418905520558	8.13471158558925	11.1875604287686
hsa-miR-4661-5p	8.12160237549739	10.7976339476621	5.67470198584743	6.52227136220084	7.55757570503587	3.91979292483728	3.71210469604692	35.841438511782	44.2694882684192	8.07466125883262	26.1175313793545	14.1249833712526	13.8800353510863	14.1529317302019	10.8080613251622	49.3529278123364	8.46851082496311	33.7952093966389	34.6742866935808	14.0447590641189	22.456771831394	20.7515900683442	32.771002597432	7	10.4051343312335	13.9452198610101	19.5782307503451
hsa-miR-3913-5p	27.0720079183246	43.1905357906484	28.3735099292372	7.82672563464101	11.3363635575538	19.5989646241864	19.7978917122502	40.9616440134652	38.7358022348668	20.1866531470816	15.6705188276127	18.8333111616701	30.0734099273537	18.1966265102595	10.8080613251622	6.16911597654205	11.2913477666175	15.5977889522949	16.1813337903377	21.0671385961783	38.4973231395326	27.1366947047578	28.0894307977988	14	12.139323386439	9.29681324067343	22.3751208575372
hsa-miR-4435	0	3.59921131588737	0	87.3984362534913	83.1333327553946	66.6364797222338	60.6310433687663	46.0818495151483	33.2021162013144	44.4106369235794	36.5645439310963	0	2.31333922518106	0	2.16161226503244	46.2683698240653	28.2283694165437	33.7952093966389	62.4137160484454	2.34079317735315	0	0	0	2	5.20256716561673	1.16210165508418	2.79689010719215
hsa-miR-3913-3p	27.0720079183246	43.1905357906484	28.3735099292372	7.82672563464101	11.3363635575538	19.5989646241864	19.7978917122502	40.9616440134652	38.7358022348668	20.1866531470816	15.6705188276127	18.8333111616701	30.0734099273537	18.1966265102595	10.8080613251622	6.16911597654205	11.2913477666175	15.5977889522949	16.1813337903377	21.0671385961783	38.4973231395326	27.1366947047578	28.0894307977988	14	12.139323386439	9.29681324067343	22.3751208575372
hsa-miR-1185-2-3p	27.0720079183246	25.1944792112116	28.3735099292372	90.0073447983716	68.0181813453228	107.794305433025	89.090512705126	0	0	16.1493225176652	0	16.4791472664613	9.25335690072423	8.08738956011535	8.64644906012977	0	5.64567388330874	0	0	9.3631727094126	6.41622052325543	3.1925523182068	6.24209573284418	8	3.46837811041115	2.32420331016836	2.79689010719215
